"age","education","occupation","sex","native-country","class (income)"
31,"11th","Craft-repair","Male","United-States","<=50K"
33,"HS-grad","Transport-moving","Male","United-States","<=50K"
39,"Bachelors","Protective-serv","Male","Mexico",">50K"
42,"Some-college","Craft-repair","Male","United-States",">50K"
19,"HS-grad","Other-service","Male","United-States","<=50K"
31,"Bachelors","Prof-specialty","Male","United-States","<=50K"
53,"HS-grad","Craft-repair","Male","United-States","<=50K"
47,"Some-college","Prof-specialty","Male","United-States","<=50K"
27,"Doctorate","Adm-clerical","Female","United-States","<=50K"
22,"HS-grad","Tech-support","Female","United-States","<=50K"
29,"HS-grad","Sales","Female","United-States",">50K"
52,"HS-grad","Sales","Female","United-States","<=50K"
32,"Assoc-voc","Craft-repair","Male","United-States","<=50K"
23,"HS-grad","Sales","Male","United-States","<=50K"
27,"Some-college","Adm-clerical","Male","United-States","<=50K"
53,"HS-grad","Machine-op-inspct","Female","United-States","<=50K"
18,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
41,"Bachelors","Sales","Female","United-States","<=50K"
27,"HS-grad","Machine-op-inspct","Female","Dominican-Republic","<=50K"
30,"Some-college","Sales","Male","United-States","<=50K"
41,"HS-grad","Tech-support","Female","United-States","<=50K"
21,"Some-college","Adm-clerical","Female","United-States","<=50K"
58,"HS-grad","Other-service","Female","Honduras","<=50K"
45,"Bachelors","Protective-serv","Female","United-States","<=50K"
40,"10th","Transport-moving","Male","United-States","<=50K"
21,"Some-college","Adm-clerical","Female","United-States","<=50K"
29,"Bachelors","Prof-specialty","Female","United-States","<=50K"
50,"Assoc-voc","Other-service","Female","United-States","<=50K"
26,"HS-grad","Craft-repair","Male","United-States","<=50K"
23,"HS-grad","Handlers-cleaners","Female","United-States","<=50K"
27,"Bachelors","Tech-support","Male","United-States","<=50K"
36,"Bachelors","Adm-clerical","Female","United-States","<=50K"
22,"HS-grad","Adm-clerical","Male","United-States","<=50K"
37,"Some-college","Other-service","Male","Japan","<=50K"
54,"Bachelors","Transport-moving","Male","United-States","<=50K"
36,"HS-grad","Farming-fishing","Male","United-States","<=50K"
44,"Assoc-voc","Exec-managerial","Male","United-States","<=50K"
38,"Some-college","Protective-serv","Male","United-States",">50K"
49,"Some-college","Craft-repair","Female","United-States","<=50K"
18,"11th","Handlers-cleaners","Male","United-States","<=50K"
26,"Bachelors","Sales","Male","United-States","<=50K"
32,"11th","Machine-op-inspct","Female","United-States","<=50K"
35,"HS-grad","Tech-support","Male","United-States","<=50K"
40,"HS-grad","Adm-clerical","Female","United-States","<=50K"
40,"HS-grad","Craft-repair","Male","United-States","<=50K"
42,"Prof-school","Prof-specialty","Male","India",">50K"
30,"HS-grad","Sales","Male","United-States","<=50K"
19,"Some-college","Sales","Female","United-States","<=50K"
36,"Assoc-acdm","Sales","Male","United-States",">50K"
31,"HS-grad","Sales","Female","United-States","<=50K"
50,"Assoc-acdm","Exec-managerial","Male","United-States","<=50K"
38,"HS-grad","Craft-repair","Male","United-States","<=50K"
35,"Some-college","Prof-specialty","Male","United-States",">50K"
45,"Bachelors","Prof-specialty","Male","United-States",">50K"
29,"10th","Sales","Female","United-States","<=50K"
41,"Some-college","Craft-repair","Male","United-States",">50K"
33,"Prof-school","Prof-specialty","Female","United-States",">50K"
49,"Some-college","Other-service","Female","United-States","<=50K"
28,"Some-college","Exec-managerial","Male","United-States",">50K"
49,"Bachelors","Protective-serv","Male","United-States",">50K"
27,"HS-grad","Machine-op-inspct","Female","United-States","<=50K"
47,"HS-grad","Exec-managerial","Male","United-States","<=50K"
42,"Doctorate","Exec-managerial","Female","Italy",">50K"
30,"HS-grad","Exec-managerial","Male","United-States","<=50K"
37,"HS-grad","Craft-repair","Male","United-States","<=50K"
37,"Doctorate","Prof-specialty","Female","United-States","<=50K"
51,"HS-grad","Sales","Female","United-States","<=50K"
27,"HS-grad","Other-service","Male","United-States","<=50K"
53,"HS-grad","Sales","Female","United-States","<=50K"
45,"HS-grad","Craft-repair","Male","United-States","<=50K"
37,"Bachelors","Prof-specialty","Male","United-States","<=50K"
54,"Masters","Prof-specialty","Male","India",">50K"
47,"HS-grad","Exec-managerial","Male","United-States",">50K"
35,"HS-grad","Other-service","Male","Yugoslavia",">50K"
33,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
28,"Some-college","Adm-clerical","Male","Haiti","<=50K"
39,"Bachelors","Exec-managerial","Female","United-States",">50K"
33,"Bachelors","Sales","Male","United-States","<=50K"
34,"11th","Other-service","Female","Ireland","<=50K"
53,"HS-grad","Transport-moving","Male","United-States",">50K"
21,"Assoc-acdm","Adm-clerical","Male","United-States","<=50K"
31,"Doctorate","Exec-managerial","Male","United-States",">50K"
63,"HS-grad","Prof-specialty","Male","United-States","<=50K"
21,"Some-college","Other-service","Male","United-States","<=50K"
59,"HS-grad","Craft-repair","Male","United-States",">50K"
50,"1st-4th","Prof-specialty","Female","United-States","<=50K"
19,"HS-grad","Transport-moving","Male","United-States","<=50K"
31,"Bachelors","Tech-support","Male","United-States","<=50K"
23,"Bachelors","Prof-specialty","Female","United-States","<=50K"
45,"Assoc-voc","Exec-managerial","Female","United-States",">50K"
35,"Bachelors","Prof-specialty","Male","United-States","<=50K"
32,"Bachelors","Craft-repair","Male","United-States","<=50K"
20,"7th-8th","Machine-op-inspct","Female","Mexico","<=50K"
38,"HS-grad","Exec-managerial","Male","United-States",">50K"
49,"HS-grad","Other-service","Female","Philippines","<=50K"
64,"HS-grad","Machine-op-inspct","Female","United-States","<=50K"
60,"11th","Transport-moving","Male","United-States","<=50K"
25,"Bachelors","Prof-specialty","Female","United-States","<=50K"
21,"HS-grad","Craft-repair","Male","United-States","<=50K"
26,"HS-grad","Priv-house-serv","Female","Mexico","<=50K"
23,"Some-college","Adm-clerical","Male","United-States","<=50K"
67,"Masters","Sales","Male","United-States",">50K"
24,"HS-grad","Sales","Female","United-States","<=50K"
46,"1st-4th","Machine-op-inspct","Female","Guatemala","<=50K"
38,"Doctorate","Prof-specialty","Male","Taiwan","<=50K"
20,"7th-8th","Machine-op-inspct","Male","United-States","<=50K"
26,"Bachelors","Prof-specialty","Male","United-States","<=50K"
58,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
31,"Some-college","Other-service","Male","United-States","<=50K"
37,"Assoc-acdm","Protective-serv","Male","United-States","<=50K"
45,"7th-8th","Machine-op-inspct","Female","United-States","<=50K"
33,"HS-grad","Adm-clerical","Female","United-States","<=50K"
33,"Masters","Protective-serv","Male","United-States","<=50K"
35,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
60,"HS-grad","Exec-managerial","Male","United-States","<=50K"
21,"Some-college","Sales","Female","United-States","<=50K"
38,"10th","Craft-repair","Male","United-States","<=50K"
40,"Assoc-voc","Craft-repair","Female","United-States","<=50K"
40,"Some-college","Sales","Female","United-States",">50K"
44,"Prof-school","Prof-specialty","Male","United-States",">50K"
27,"Some-college","Exec-managerial","Male","United-States","<=50K"
34,"Some-college","Craft-repair","Male","United-States",">50K"
49,"Some-college","Protective-serv","Male","United-States","<=50K"
37,"Some-college","Craft-repair","Male","United-States",">50K"
52,"10th","Transport-moving","Male","United-States",">50K"
46,"Some-college","Machine-op-inspct","Male","United-States","<=50K"
43,"HS-grad","Craft-repair","Male","United-States","<=50K"
46,"Bachelors","Adm-clerical","Female","United-States",">50K"
25,"Some-college","Other-service","Female","United-States","<=50K"
48,"Bachelors","Adm-clerical","Male","United-States","<=50K"
36,"Some-college","Protective-serv","Male","United-States","<=50K"
37,"HS-grad","Craft-repair","Male","United-States",">50K"
42,"Masters","Prof-specialty","Male","United-States",">50K"
60,"Assoc-acdm","Adm-clerical","Male","United-States","<=50K"
37,"Some-college","Transport-moving","Male","United-States",">50K"
44,"Assoc-acdm","Tech-support","Male","United-States","<=50K"
32,"10th","Craft-repair","Male","United-States","<=50K"
29,"Bachelors","Adm-clerical","Female","Portugal","<=50K"
42,"Masters","Prof-specialty","Male","United-States",">50K"
17,"11th","Handlers-cleaners","Male","United-States","<=50K"
41,"12th","Other-service","Female","United-States","<=50K"
34,"Some-college","Exec-managerial","Female","United-States",">50K"
56,"10th","Other-service","Female","United-States","<=50K"
28,"Some-college","Adm-clerical","Male","United-States","<=50K"
28,"11th","Sales","Male","United-States","<=50K"
19,"7th-8th","Transport-moving","Male","Guatemala","<=50K"
49,"Some-college","Tech-support","Male","United-States",">50K"
36,"Some-college","Other-service","Female","United-States","<=50K"
25,"Some-college","Transport-moving","Male","United-States","<=50K"
42,"Bachelors","Prof-specialty","Male","United-States","<=50K"
47,"Prof-school","Prof-specialty","Male","United-States",">50K"
26,"Some-college","Protective-serv","Male","United-States","<=50K"
35,"Some-college","Exec-managerial","Male","United-States","<=50K"
37,"HS-grad","Craft-repair","Male","United-States","<=50K"
39,"HS-grad","Protective-serv","Male","United-States","<=50K"
42,"HS-grad","Exec-managerial","Male","United-States",">50K"
41,"Some-college","Other-service","Female","United-States",">50K"
23,"Some-college","Other-service","Female","United-States","<=50K"
31,"HS-grad","Tech-support","Male","United-States","<=50K"
36,"Some-college","Protective-serv","Male","United-States",">50K"
20,"Some-college","Prof-specialty","Female","United-States","<=50K"
36,"Some-college","Machine-op-inspct","Male","United-States","<=50K"
50,"HS-grad","Machine-op-inspct","Male","United-States",">50K"
37,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
25,"Bachelors","Farming-fishing","Male","United-States",">50K"
39,"Some-college","Other-service","Female","United-States","<=50K"
32,"HS-grad","Farming-fishing","Female","United-States","<=50K"
59,"Some-college","Adm-clerical","Female","United-States","<=50K"
29,"Bachelors","Craft-repair","Male","United-States","<=50K"
50,"HS-grad","Transport-moving","Male","United-States","<=50K"
42,"Assoc-voc","Sales","Male","United-States","<=50K"
32,"Some-college","Prof-specialty","Male","United-States","<=50K"
48,"Assoc-acdm","Sales","Male","United-States",">50K"
20,"HS-grad","Craft-repair","Male","United-States","<=50K"
50,"10th","Craft-repair","Male","United-States","<=50K"
18,"Some-college","Craft-repair","Male","United-States","<=50K"
60,"Masters","Prof-specialty","Male","United-States","<=50K"
42,"Masters","Prof-specialty","Male","United-States","<=50K"
49,"HS-grad","Other-service","Female","United-States","<=50K"
35,"Some-college","Sales","Female","United-States","<=50K"
30,"Assoc-acdm","Sales","Male","Iran","<=50K"
59,"Some-college","Exec-managerial","Male","United-States",">50K"
24,"HS-grad","Other-service","Male","United-States",">50K"
55,"Assoc-acdm","Adm-clerical","Female","United-States","<=50K"
19,"HS-grad","Adm-clerical","Female","United-States","<=50K"
39,"HS-grad","Craft-repair","Male","United-States","<=50K"
48,"Some-college","Exec-managerial","Female","United-States","<=50K"
44,"Bachelors","Prof-specialty","Male","United-States",">50K"
21,"Some-college","Handlers-cleaners","Male","United-States","<=50K"
23,"Bachelors","Tech-support","Male","United-States","<=50K"
22,"Some-college","Other-service","Male","United-States","<=50K"
55,"Masters","Prof-specialty","Male","United-States",">50K"
19,"Some-college","Sales","Female","United-States","<=50K"
23,"Some-college","Handlers-cleaners","Male","United-States","<=50K"
46,"HS-grad","Transport-moving","Male","United-States",">50K"
23,"Bachelors","Adm-clerical","Female","United-States","<=50K"
47,"Masters","Exec-managerial","Male","United-States",">50K"
23,"Some-college","Sales","Female","United-States","<=50K"
42,"Some-college","Other-service","Male","United-States",">50K"
22,"Bachelors","Adm-clerical","Female","United-States","<=50K"
18,"HS-grad","Adm-clerical","Male","United-States","<=50K"
37,"Bachelors","Exec-managerial","Male","United-States",">50K"
34,"9th","Craft-repair","Male","United-States","<=50K"
30,"Assoc-acdm","Other-service","Female","United-States","<=50K"
62,"Some-college","Farming-fishing","Female","United-States","<=50K"
51,"Some-college","Handlers-cleaners","Male","United-States","<=50K"
34,"HS-grad","Other-service","Male","United-States","<=50K"
28,"Masters","Prof-specialty","Male","United-States","<=50K"
56,"10th","Handlers-cleaners","Male","United-States","<=50K"
46,"HS-grad","Tech-support","Female","United-States","<=50K"
46,"Some-college","Tech-support","Male","United-States",">50K"
23,"Some-college","Adm-clerical","Female","Guatemala","<=50K"
33,"Bachelors","Adm-clerical","Female","United-States","<=50K"
27,"HS-grad","Other-service","Male","United-States","<=50K"
21,"Some-college","Adm-clerical","Female","United-States","<=50K"
36,"5th-6th","Machine-op-inspct","Male","Mexico",">50K"
37,"Bachelors","Prof-specialty","Female","United-States","<=50K"
39,"11th","Other-service","Male","United-States","<=50K"
36,"HS-grad","Transport-moving","Male","United-States",">50K"
24,"Assoc-acdm","Craft-repair","Male","United-States","<=50K"
26,"Assoc-acdm","Exec-managerial","Female","United-States","<=50K"
37,"HS-grad","Sales","Female","United-States","<=50K"
34,"HS-grad","Craft-repair","Male","United-States","<=50K"
33,"HS-grad","Exec-managerial","Female","United-States","<=50K"
33,"HS-grad","Protective-serv","Male","United-States","<=50K"
20,"HS-grad","Sales","Female","Mexico","<=50K"
26,"Some-college","Adm-clerical","Female","United-States","<=50K"
47,"HS-grad","Adm-clerical","Female","United-States",">50K"
17,"11th","Sales","Female","United-States","<=50K"
53,"Assoc-voc","Exec-managerial","Male","United-States","<=50K"
31,"Some-college","Sales","Female","United-States","<=50K"
34,"11th","Machine-op-inspct","Male","United-States","<=50K"
23,"5th-6th","Other-service","Male","Mexico","<=50K"
39,"Bachelors","Craft-repair","Male","United-States",">50K"
